<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.29	11:46:00	4452.548	4452.914	4449.017	4451.970	568	0	160
2025.12.29	11:47:00	4451.904	4451.904	4448.051	4448.823	604	0	160
2025.12.29	11:48:00	4448.791	4451.576	4447.062	4451.576	558	0	160
2025.12.29	11:49:00	4451.526	4452.508	4450.324	4450.527	599	0	160
2025.12.29	11:50:00	4450.640	4453.122	4448.889	4453.122	574	0	160
2025.12.29	11:51:00	4453.107	4453.371	4450.241	4451.244	341	0	160
2025.12.29	11:52:00	4451.230	4451.424	4449.633	4450.834	340	0	160
2025.12.29	11:53:00	4450.800	4450.800	4448.998	4449.922	503	0	160
2025.12.29	11:54:00	4449.868	4450.194	4447.582	4448.104	669	0	160
2025.12.29	11:55:00	4448.068	4448.304	4444.470	4446.773	881	0	160
2025.12.29	11:56:00	4446.723	4446.723	4441.488	4444.971	832	0	160
2025.12.29	11:57:00	4445.010	4445.751	4443.788	4444.967	533	0	160
2025.12.29	11:58:00	4445.005	4445.321	4442.250	4443.802	590	0	160
2025.12.29	11:59:00	4443.835	4446.729	4441.835	4446.684	703	0	160
2025.12.29	12:00:00	4446.710	4449.529	4445.663	4446.353	783	0	160
2025.12.29	12:01:00	4446.462	4449.537	4445.595	4448.791	546	0	160
2025.12.29	12:02:00	4448.769	4449.324	4447.310	4448.520	407	0	160
2025.12.29	12:03:00	4448.500	4450.066	4447.462	4449.387	473	0	160
2025.12.29	12:04:00	4449.493	4451.001	4448.925	4449.396	400	0	160
2025.12.29	12:05:00	4449.433	4451.683	4448.818	4450.951	543	0	160
2025.12.29	12:06:00	4450.908	4451.667	4447.991	4448.549	399	0	160
2025.12.29	12:07:00	4448.505	4455.206	4448.322	4455.120	473	0	160
2025.12.29	12:08:00	4455.238	4455.555	4452.990	4454.397	615	0	160
2025.12.29	12:09:00	4454.411	4456.331	4454.028	4455.478	315	0	160
2025.12.29	12:10:00	4455.424	4455.424	4452.757	4452.806	349	0	160
2025.12.29	12:11:00	4452.923	4453.731	4452.701	4452.765	272	0	160
2025.12.29	12:12:00	4452.785	4453.861	4452.143	4452.238	317	0	160
2025.12.29	12:13:00	4452.280	4453.809	4451.764	4452.023	372	0	160
2025.12.29	12:14:00	4452.069	4453.272	4451.671	4452.541	314	0	160
2025.12.29	12:15:00	4452.633	4453.218	4451.718	4452.935	225	0	160
2025.12.29	12:16:00	4452.870	4453.386	4451.872	4452.202	255	0	160
2025.12.29	12:17:00	4452.169	4453.438	4451.588	4453.438	196	0	160
2025.12.29	12:18:00	4453.472	4456.252	4453.472	4455.332	338	0	160
2025.12.29	12:19:00	4455.371	4455.717	4454.509	4454.902	342	0	160
2025.12.29	12:20:00	4454.957	4456.696	4454.957	4455.441	249	0	160
2025.12.29	12:21:00	4455.475	4455.978	4455.104	4455.288	230	0	160
2025.12.29	12:22:00	4455.342	4455.753	4454.896	4455.586	169	0	160
2025.12.29	12:23:00	4455.605	4456.031	4454.773	4455.345	207	0	160
2025.12.29	12:24:00	4455.315	4455.315	4453.702	4453.786	243	0	160
2025.12.29	12:25:00	4453.761	4453.932	4452.191	4453.233	215	0	160
2025.12.29	12:26:00	4453.257	4453.649	4452.132	4453.587	185	0	160
2025.12.29	12:27:00	4453.577	4454.679	4453.315	4454.064	137	0	160
2025.12.29	12:28:00	4454.092	4456.434	4453.697	4456.297	205	0	160
2025.12.29	12:29:00	4456.284	4457.170	4456.153	4456.689	199	0	160
2025.12.29	12:30:00	4456.640	4457.501	4455.906	4456.134	240	0	160
2025.12.29	12:31:00	4456.110	4456.569	4454.797	4456.488	226	0	160
2025.12.29	12:32:00	4456.454	4456.454	4454.933	4455.883	264	0	160
2025.12.29	12:33:00	4455.896	4457.504	4455.896	4456.679	230	0	160
2025.12.29	12:34:00	4456.603	4457.585	4456.245	4457.181	215	0	160
2025.12.29	12:35:00	4457.138	4457.184	4456.238	4456.386	181	0	160
2025.12.29	12:36:00	4456.439	4457.702	4456.177	4457.510	177	0	160
2025.12.29	12:37:00	4457.403	4458.269	4456.833	4457.794	194	0	160
2025.12.29	12:38:00	4457.797	4459.857	4457.797	4459.857	216	0	160
2025.12.29	12:39:00	4459.848	4462.361	4459.453	4461.223	315	0	160
2025.12.29	12:40:00	4461.224	4464.204	4460.750	4463.603	307	0	160
2025.12.29	12:41:00	4463.562	4464.115	4463.354	4463.511	194	0	160
2025.12.29	12:42:00	4463.474	4464.158	4463.347	4463.710	207	0	160
2025.12.29	12:43:00	4463.685	4464.412	4462.420	4462.836	223	0	160
2025.12.29	12:44:00	4462.789	4462.958	4461.903	4462.347	214	0	160
2025.12.29	12:45:00	4462.330	4462.399	4461.053	4461.053	216	0	160
2025.12.29	12:46:00	4461.076	4462.812	4461.076	4461.681	206	0	160
2025.12.29	12:47:00	4461.553	4463.364	4461.198	4463.017	242	0	160
2025.12.29	12:48:00	4463.062	4463.955	4462.761	4463.439	337	0	160
2025.12.29	12:49:00	4463.423	4463.539	4461.384	4462.024	194	0	160
2025.12.29	12:50:00	4461.958	4462.399	4460.598	4462.191	233	0	160
2025.12.29	12:51:00	4462.213	4463.016	4462.079	4462.672	200	0	160
2025.12.29	12:52:00	4462.702	4462.702	4461.552	4462.190	214	0	160
2025.12.29	12:53:00	4462.228	4463.628	4461.747	4463.628	242	0	160
2025.12.29	12:54:00	4463.591	4464.311	4462.904	4464.109	301	0	160
2025.12.29	12:55:00	4464.071	4464.347	4462.916	4463.132	246	0	160
2025.12.29	12:56:00	4463.177	4463.429	4462.219	4462.800	197	0	160
2025.12.29	12:57:00	4462.776	4463.201	4461.992	4462.827	246	0	160
2025.12.29	12:58:00	4462.787	4462.787	4462.060	4462.427	133	0	160
2025.12.29	12:59:00	4462.419	4464.673	4462.365	4464.197	244	0	160
2025.12.29	13:00:00	4464.241	4465.799	4459.799	4461.470	1119	0	160
2025.12.29	13:01:00	4461.494	4462.339	4459.863	4461.226	694	0	160
2025.12.29	13:02:00	4461.263	4462.251	4459.149	4459.158	675	0	160
2025.12.29	13:03:00	4459.131	4462.627	4459.131	4461.401	688	0	160
2025.12.29	13:04:00	4461.353	4466.263	4461.016	4466.112	827	0	160
2025.12.29	13:05:00	4466.067	4466.212	4462.869	4463.908	754	0	160
2025.12.29	13:06:00	4463.957	4466.062	4463.627	4463.721	625	0	160
2025.12.29	13:07:00	4463.684	4464.611	4460.823	4462.725	697	0	160
2025.12.29	13:08:00	4462.695	4466.555	4462.695	4466.382	619	0	160
2025.12.29	13:09:00	4466.384	4467.761	4465.458	4465.458	566	0	160
2025.12.29	13:10:00	4465.423	4467.023	4463.236	4464.244	432	0	160
2025.12.29	13:11:00	4464.173	4464.254	4459.130	4459.593	460	0	160
2025.12.29	13:12:00	4459.550	4460.072	4457.107	4458.856	506	0	160
2025.12.29	13:13:00	4458.908	4459.045	4456.884	4457.811	604	0	160
2025.12.29	13:14:00	4457.860	4459.435	4456.662	4457.857	532	0	160
2025.12.29	13:15:00	4457.867	4458.575	4455.256	4458.463	546	0	160
2025.12.29	13:16:00	4458.426	4459.946	4457.156	4457.175	432	0	160
2025.12.29	13:17:00	4457.139	4459.268	4456.348	4458.482	445	0	160
2025.12.29	13:18:00	4458.540	4460.069	4457.046	4459.065	487	0	160
2025.12.29	13:19:00	4459.025	4459.571	4456.329	4456.347	437	0	160
2025.12.29	13:20:00	4456.239	4456.541	4452.868	4454.806	845	0	160
2025.12.29	13:21:00	4454.766	4456.503	4453.320	4453.410	582	0	160
2025.12.29	13:22:00	4453.460	4454.710	4452.010	4454.134	562	0	160
2025.12.29	13:23:00	4454.161	4455.454	4451.608	4453.063	558	0	160
2025.12.29	13:24:00	4453.145	4453.932	4451.199	4452.137	545	0	160
2025.12.29	13:25:00	4452.057	4452.810	4449.952	4450.376	804	0	160
2025.12.29	13:26:00	4450.340	4453.976	4450.223	4453.391	854	0	160
2025.12.29	13:27:00	4453.353	4453.679	4449.078	4449.164	618	0	160
2025.12.29	13:28:00	4449.302	4449.701	4445.196	4448.603	833	0	160
2025.12.29	13:29:00	4448.582	4452.314	4447.701	4451.608	495	0	160
2025.12.29	13:30:00	4451.624	4452.472	4448.875	4451.567	688	0	160
2025.12.29	13:31:00	4451.598	4452.101	4449.631	4450.987	650	0	160
2025.12.29	13:32:00	4451.037	4454.237	4450.752	4451.523	593	0	160
2025.12.29	13:33:00	4451.570	4454.828	4451.570	4454.333	480	0	160
2025.12.29	13:34:00	4454.388	4454.588	4450.092	4450.213	535	0	160
2025.12.29	13:35:00	4450.339	4454.176	4450.202	4452.313	694	0	160
2025.12.29	13:36:00	4452.275	4454.041	4451.094	4452.487	633	0	160
2025.12.29	13:37:00	4452.516	4453.817	4450.292	4450.573	448	0	160
2025.12.29	13:38:00	4450.608	4451.238	4448.373	4449.553	419	0	160
2025.12.29	13:39:00	4449.589	4450.603	4446.207	4449.265	771	0	160
2025.12.29	13:40:00	4449.367	4449.762	4445.090	4445.780	739	0	160
2025.12.29	13:41:00	4445.746	4445.746	4439.711	4439.780	1313	0	160
2025.12.29	13:42:00	4439.828	4440.614	4427.278	4428.271	1802	0	160
2025.12.29	13:43:00	4428.247	4431.609	4425.225	4431.467	1592	0	160
2025.12.29	13:44:00	4431.493	4432.152	4427.345	4429.604	1057	0	160
2025.12.29	13:45:00	4429.595	4429.595	4423.415	4425.003	1256	0	160
2025.12.29	13:46:00	4425.038	4426.208	4421.378	4422.781	1202	0	160
2025.12.29	13:47:00	4422.806	4423.823	4418.131	4423.528	1270	0	160
2025.12.29	13:48:00	4423.567	4423.760	4418.022	4418.022	1082	0	160
2025.12.29	13:49:00	4417.996	4420.918	4414.839	4417.030	1092	0	160
2025.12.29	13:50:00	4417.005	4418.524	4411.098	4412.066	1098	0	160
2025.12.29	13:51:00	4412.106	4412.148	4406.938	4411.042	1444	0	160
2025.12.29	13:52:00	4411.007	4415.071	4408.271	4413.290	1080	0	160
2025.12.29	13:53:00	4413.327	4419.266	4412.647	4417.340	995	0	160
2025.12.29	13:54:00	4417.382	4418.434	4411.581	4411.581	1251	0	160
2025.12.29	13:55:00	4411.545	4412.130	4407.948	4410.344	1138	0	160
2025.12.29	13:56:00	4410.290	4412.179	4406.994	4410.733	1015	0	160
2025.12.29	13:57:00	4410.791	4416.100	4410.426	4415.939	1016	0	160
2025.12.29	13:58:00	4415.868	4417.642	4414.311	4415.291	868	0	160
2025.12.29	13:59:00	4415.336	4422.051	4415.125	4421.483	1009	0	160
2025.12.29	14:00:00	4421.433	4421.433	4411.749	4412.258	1140	0	160
2025.12.29	14:01:00	4412.216	4413.080	4405.899	4406.925	1502	0	160
2025.12.29	14:02:00	4406.867	4410.310	4404.239	4406.237	1425	0	160
2025.12.29	14:03:00	4406.209	4406.209	4400.036	4401.458	1650	0	160
2025.12.29	14:04:00	4401.387	4405.390	4399.101	4399.964	1619	0	160
2025.12.29	14:05:00	4400.024	4403.122	4397.664	4397.858	1599	0	160
2025.12.29	14:06:00	4397.814	4400.288	4386.125	4387.860	1831	0	160
2025.12.29	14:07:00	4387.889	4392.419	4387.452	4392.419	1592	0	160
2025.12.29	14:08:00	4392.397	4396.202	4388.195	4389.106	1363	0	160
2025.12.29	14:09:00	4389.196	4393.707	4389.196	4391.301	1240	0	160
2025.12.29	14:10:00	4391.250	4396.798	4389.411	4394.556	1158	0	160
2025.12.29	14:11:00	4394.509	4396.475	4389.987	4391.695	1119	0	160
2025.12.29	14:12:00	4391.653	4393.448	4387.429	4393.087	1216	0	160
2025.12.29	14:13:00	4393.200	4399.398	4392.967	4397.601	1015	0	160
2025.12.29	14:14:00	4397.643	4399.830	4396.341	4398.612	1001	0	160
2025.12.29	14:15:00	4398.645	4405.256	4396.696	4405.234	943	0	160
2025.12.29	14:16:00	4405.179	4405.542	4401.067	4401.364	1014	0	160
2025.12.29	14:17:00	4401.331	4403.654	4400.197	4403.334	913	0	160
2025.12.29	14:18:00	4403.381	4404.723	4394.612	4395.792	1006	0	160
2025.12.29	14:19:00	4395.772	4396.803	4391.885	4395.333	1022	0	160
2025.12.29	14:20:00	4395.294	4396.207	4393.165	4395.516	906	0	160
2025.12.29	14:21:00	4395.438	4397.042	4394.281	4396.198	799	0	160
2025.12.29	14:22:00	4396.233	4397.705	4389.787	4390.342	758	0	160
2025.12.29	14:23:00	4390.291	4394.330	4390.291	4393.237	890	0	160
2025.12.29	14:24:00	4393.212	4395.281	4388.818	4389.582	1130	0	160
2025.12.29	14:25:00	4389.506	4391.486	4386.411	4389.453	1127	0	160
2025.12.29	14:26:00	4389.475	4395.638	4388.573	4394.486	1100	0	160
2025.12.29	14:27:00	4394.382	4395.489	4390.458	4391.118	883	0	160
2025.12.29	14:28:00	4391.084	4394.307	4386.903	4393.918	981	0	160
2025.12.29	14:29:00	4393.980	4394.431	4389.559	4389.615	697	0	160
2025.12.29	14:30:00	4389.662	4390.055	4367.047	4369.678	2865	0	160
2025.12.29	14:31:00	4369.657	4374.028	4365.952	4372.471	2369	0	160
2025.12.29	14:32:00	4372.506	4375.699	4369.447	4375.446	1571	0	160
2025.12.29	14:33:00	4375.471	4379.361	4373.198	4376.227	1281	0	160
2025.12.29	14:34:00	4376.273	4381.983	4376.001	4381.183	1097	0	160
2025.12.29	14:35:00	4381.124	4386.819	4376.230	4386.456	1408	0	160
2025.12.29	14:36:00	4386.358	4388.571	4383.419	4383.492	1049	0	160
2025.12.29	14:37:00	4383.537	4384.933	4376.505	4376.840	1390	0	160
2025.12.29	14:38:00	4376.793	4379.130	4372.918	4374.207	1472	0	160
2025.12.29	14:39:00	4374.234	4379.333	4371.519	4372.071	1534	0	160
2025.12.29	14:40:00	4372.043	4372.043	4367.313	4368.971	1722	0	160
2025.12.29	14:41:00	4369.001	4370.174	4358.658	4361.553	1784	0	160
2025.12.29	14:42:00	4361.514	4362.749	4356.550	4360.856	1789	0	160
2025.12.29	14:43:00	4360.912	4365.778	4358.496	4365.778	1277	0	160
2025.12.29	14:44:00	4365.746	4374.300	4365.492	4373.539	921	0	160
2025.12.29	14:45:00	4373.486	4380.357	4373.173	4379.833	921	0	160
2025.12.29	14:46:00	4379.771	4383.765	4378.912	4382.745	1157	0	160
2025.12.29	14:47:00	4382.717	4384.669	4381.821	4382.731	1106	0	160
2025.12.29	14:48:00	4382.692	4384.413	4376.420	4376.420	1309	0	160
2025.12.29	14:49:00	4376.464	4378.598	4373.890	4376.963	1331	0	160
2025.12.29	14:50:00	4376.931	4379.290	4374.138	4378.599	1230	0	160
2025.12.29	14:51:00	4378.703	4378.703	4370.673	4370.673	1091	0	160
2025.12.29	14:52:00	4370.578	4376.065	4369.712	4370.669	1099	0	160
2025.12.29	14:53:00	4370.699	4375.333	4369.968	4374.171	1005	0	160
2025.12.29	14:54:00	4374.217	4374.764	4368.671	4369.095	884	0	160
2025.12.29	14:55:00	4369.018	4373.665	4367.066	4373.518	1168	0	160
2025.12.29	14:56:00	4373.569	4374.507	4367.048	4367.603	1198	0	160
2025.12.29	14:57:00	4367.571	4369.509	4362.605	4364.652	1180	0	160
2025.12.29	14:58:00	4364.600	4364.600	4358.783	4359.710	905	0	160
2025.12.29	14:59:00	4359.746	4362.723	4358.774	4360.413	691	0	160
2025.12.29	15:00:00	4360.356	4360.695	4346.987	4351.547	632	0	160
2025.12.29	15:01:00	4351.677	4354.112	4348.532	4350.098	461	0	160
2025.12.29	15:02:00	4350.147	4351.932	4339.401	4343.335	568	0	160
2025.12.29	15:03:00	4343.176	4344.975	4339.289	4342.453	1563	0	160
2025.12.29	15:04:00	4342.398	4342.649	4338.472	4341.607	1293	0	160
2025.12.29	15:05:00	4341.641	4346.651	4337.507	4339.176	1273	0	160
2025.12.29	15:06:00	4339.240	4342.919	4334.510	4335.607	1422	0	160
2025.12.29	15:07:00	4335.555	4337.092	4328.269	4328.879	1664	0	160
2025.12.29	15:08:00	4328.958	4335.540	4328.309	4334.217	1463	0	160
2025.12.29	15:09:00	4334.271	4344.784	4334.271	4343.816	1102	0	160
2025.12.29	15:10:00	4343.841	4344.028	4337.971	4341.322	1062	0	160
2025.12.29	15:11:00	4341.277	4341.822	4333.396	4335.783	1144	0	160
2025.12.29	15:12:00	4335.821	4344.261	4335.821	4341.357	1170	0	160
2025.12.29	15:13:00	4341.305	4344.622	4336.546	4344.622	1210	0	160
2025.12.29	15:14:00	4344.652	4345.628	4341.553	4342.690	1029	0	160
2025.12.29	15:15:00	4342.655	4342.704	4335.386	4335.519	1114	0	160
2025.12.29	15:16:00	4335.628	4335.862	4328.734	4329.455	1010	0	160
2025.12.29	15:17:00	4329.419	4335.514	4329.211	4333.283	1088	0	160
2025.12.29	15:18:00	4333.266	4337.162	4332.063	4332.907	1112	0	160
2025.12.29	15:19:00	4332.855	4334.359	4329.743	4332.054	1196	0	160
2025.12.29	15:20:00	4332.096	4333.593	4324.182	4324.703	1458	0	160
2025.12.29	15:21:00	4324.739	4325.413	4316.722	4316.999	1889	0	160
2025.12.29	15:22:00	4317.088	4318.342	4302.137	4313.755	2741	0	160
2025.12.29	15:23:00	4313.801	4314.684	4307.933	4312.061	1787	0	160
2025.12.29	15:24:00	4312.100	4316.146	4311.059	4315.811	1234	0	160
2025.12.29	15:25:00	4315.898	4323.356	4315.351	4323.356	1173	0	160
2025.12.29	15:26:00	4323.377	4325.481	4320.662	4324.573	987	0	160
2025.12.29	15:27:00	4324.610	4329.302	4323.773	4325.769	1040	0	160
2025.12.29	15:28:00	4325.813	4327.100	4322.656	4323.119	1103	0	160
2025.12.29	15:29:00	4323.080	4323.080	4317.565	4319.833	1080	0	160
2025.12.29	15:30:00	4319.715	4326.709	4317.959	4326.533	402	0	160
2025.12.29	15:31:00	4326.485	4326.485	4318.291	4321.633	434	0	160
2025.12.29	15:32:00	4321.467	4322.712	4316.537	4320.810	459	0	160
2025.12.29	15:33:00	4320.751	4324.805	4318.213	4323.590	1244	0	160
2025.12.29	15:34:00	4323.718	4328.670	4322.794	4328.211	980	0	160
2025.12.29	15:35:00	4328.165	4334.821	4325.043	4333.179	1267	0	160
2025.12.29	15:36:00	4333.116	4335.920	4329.782	4334.465	1163	0	160
2025.12.29	15:37:00	4334.528	4336.273	4331.745	4333.168	1148	0	160
2025.12.29	15:38:00	4333.124	4333.124	4327.091	4328.461	1131	0	160
2025.12.29	15:39:00	4328.421	4328.616	4324.703	4327.756	1117	0	160
2025.12.29	15:40:00	4327.697	4332.090	4326.210	4331.862	914	0	160
2025.12.29	15:41:00	4331.795	4331.851	4324.315	4325.145	930	0	160
2025.12.29	15:42:00	4325.111	4330.130	4324.869	4330.130	808	0	160
2025.12.29	15:43:00	4330.156	4336.855	4330.156	4334.891	933	0	160
2025.12.29	15:44:00	4334.820	4334.820	4330.997	4331.313	809	0	160
2025.12.29	15:45:00	4331.376	4338.616	4331.124	4338.568	882	0	160
2025.12.29	15:46:00	4338.685	4339.889	4333.869	4334.685	834	0	160
2025.12.29	15:47:00	4334.714	4336.103	4327.576	4328.062	1061	0	160
2025.12.29	15:48:00	4328.036	4330.998	4326.826	4329.727	858	0	160
2025.12.29	15:49:00	4329.662	4330.005	4327.330	4328.450	914	0	160
2025.12.29	15:50:00	4328.412	4330.950	4324.425	4325.588	921	0	160
2025.12.29	15:51:00	4325.621	4327.767	4323.443	4324.855	720	0	160
2025.12.29	15:52:00	4324.825	4329.272	4324.760	4327.168	852	0	160
2025.12.29	15:53:00	4327.129	4331.170	4326.348	4326.891	853	0	160
2025.12.29	15:54:00	4326.895	4328.027	4325.464	4325.830	570	0	160
2025.12.29	15:55:00	4325.775	4328.495	4323.327	4325.756	778	0	160
2025.12.29	15:56:00	4325.691	4326.453	4323.840	4325.187	742	0	160
2025.12.29	15:57:00	4325.142	4325.230	4322.453	4323.275	587	0	160
2025.12.29	15:58:00	4323.245	4330.027	4323.245	4328.332	942	0	160
2025.12.29	15:59:00	4328.260	4328.354	4325.138	4325.328	474	0	160
2025.12.29	16:00:00	4325.282	4328.743	4323.439	4328.636	825	0	160
2025.12.29	16:01:00	4328.667	4333.803	4328.446	4332.792	790	0	160
2025.12.29	16:02:00	4332.852	4337.438	4332.567	4332.591	848	0	160
2025.12.29	16:03:00	4332.524	4334.924	4331.072	4334.924	760	0	160
2025.12.29	16:04:00	4334.971	4338.615	4334.701	4336.394	815	0	160
2025.12.29	16:05:00	4336.428	4337.383	4330.458	4330.782	899	0	160
2025.12.29	16:06:00	4330.756	4334.884	4330.550	4332.802	679	0	160
2025.12.29	16:07:00	4332.894	4334.897	4331.892	4332.362	564	0	160
2025.12.29	16:08:00	4332.543	4337.255	4332.543	4336.439	530	0	160
2025.12.29	16:09:00	4336.478	4338.304	4335.758	4336.328	496	0	160
2025.12.29	16:10:00	4336.288	4339.512	4336.061	4336.926	581	0	160
2025.12.29	16:11:00	4337.000	4339.075	4336.239	4337.878	851	0	160
2025.12.29	16:12:00	4337.866	4342.733	4337.866	4339.722	857	0	160
2025.12.29	16:13:00	4339.751	4340.436	4333.195	4333.262	772	0	160
2025.12.29	16:14:00	4333.174	4333.882	4331.867	4333.882	681	0	160
2025.12.29	16:15:00	4333.949	4334.887	4328.768	4330.607	776	0	160
2025.12.29	16:16:00	4330.560	4330.560	4324.445	4325.095	754	0	160
2025.12.29	16:17:00	4325.180	4328.691	4324.924	4326.847	968	0	160
2025.12.29	16:18:00	4326.906	4327.612	4324.213	4326.096	896	0	160
2025.12.29	16:19:00	4326.031	4329.048	4325.064	4328.881	645	0	160
2025.12.29	16:20:00	4328.836	4331.453	4328.093	4330.571	726	0	160
2025.12.29	16:21:00	4330.546	4331.810	4327.828	4331.594	624	0	160
2025.12.29	16:22:00	4331.520	4335.643	4330.292	4334.922	717	0	160
2025.12.29	16:23:00	4334.950	4337.726	4334.319	4336.207	508	0	160
2025.12.29	16:24:00	4336.174	4337.521	4334.608	4334.749	609	0	160
2025.12.29	16:25:00	4334.726	4337.187	4332.752	4333.692	680	0	160
2025.12.29	16:26:00	4333.721	4334.703	4331.833	4332.762	796	0	160
2025.12.29	16:27:00	4332.792	4335.870	4330.963	4334.680	685	0	160
2025.12.29	16:28:00	4334.726	4335.570	4333.658	4335.268	433	0	160
2025.12.29	16:29:00	4335.255	4335.884	4333.418	4334.154	530	0	160
2025.12.29	16:30:00	4334.082	4337.289	4333.393	4336.697	564	0	160
2025.12.29	16:31:00	4336.634	4336.634	4333.354	4335.073	595	0	160
2025.12.29	16:32:00	4335.041	4336.277	4333.981	4335.342	631	0	160
2025.12.29	16:33:00	4335.399	4336.001	4333.783	4336.001	599	0	160
2025.12.29	16:34:00	4335.965	4338.008	4335.119	4336.425	647	0	160
2025.12.29	16:35:00	4336.460	4339.991	4335.027	4337.631	644	0	160
2025.12.29	16:36:00	4337.671	4338.247	4334.759	4335.609	522	0	160
2025.12.29	16:37:00	4335.634	4338.036	4335.013	4337.701	509	0	160
2025.12.29	16:38:00	4337.666	4341.009	4337.465	4341.009	394	0	160
2025.12.29	16:39:00	4341.035	4342.190	4338.950	4340.714	687	0	160
2025.12.29	16:40:00	4340.680	4342.459	4336.510	4336.840	682	0	160
2025.12.29	16:41:00	4336.859	4337.429	4334.060	4335.324	474	0	160
2025.12.29	16:42:00	4335.297	4335.546	4328.854	4332.632	629	0	160
2025.12.29	16:43:00	4332.550	4334.642	4332.451	4333.420	692	0	160
2025.12.29	16:44:00	4333.465	4335.975	4333.434	4334.960	554	0	160
2025.12.29	16:45:00	4334.842	4337.830	4334.463	4336.945	629	0	160
2025.12.29	16:46:00	4336.983	4339.199	4336.696	4337.590	647	0	160
2025.12.29	16:47:00	4337.550	4337.967	4335.804	4337.295	615	0	160
2025.12.29	16:48:00	4337.263	4339.066	4337.041	4339.033	554	0	160
2025.12.29	16:49:00	4339.057	4339.715	4337.188	4338.167	522	0	160
2025.12.29	16:50:00	4338.084	4339.440	4336.619	4336.645	521	0	160
2025.12.29	16:51:00	4336.677	4338.964	4336.006	4338.244	455	0	160
2025.12.29	16:52:00	4338.199	4341.348	4338.199	4340.713	499	0	160
2025.12.29	16:53:00	4340.597	4342.168	4338.774	4341.805	426	0	160
2025.12.29	16:54:00	4341.771	4346.016	4341.771	4345.630	677	0	160
2025.12.29	16:55:00	4345.660	4347.493	4344.496	4344.595	625	0	160
2025.12.29	16:56:00	4344.553	4344.936	4343.556	4344.277	441	0	160
2025.12.29	16:57:00	4344.280	4347.210	4343.346	4346.930	588	0	160
2025.12.29	16:58:00	4346.970	4347.549	4344.067	4344.466	610	0	160
2025.12.29	16:59:00	4344.544	4347.089	4341.146	4341.805	697	0	160
2025.12.29	17:00:00	4341.841	4343.049	4340.012	4340.803	770	0	160
2025.12.29	17:01:00	4340.830	4343.111	4340.008	4340.939	761	0	160
2025.12.29	17:02:00	4340.920	4341.779	4337.710	4338.963	687	0	160
2025.12.29	17:03:00	4338.896	4341.417	4338.529	4339.188	503	0	160
2025.12.29	17:04:00	4339.241	4339.901	4337.147	4339.811	573	0	160
2025.12.29	17:05:00	4339.717	4340.149	4335.768	4336.522	663	0	160
2025.12.29	17:06:00	4336.563	4336.563	4331.726	4332.631	739	0	160
2025.12.29	17:07:00	4332.603	4334.735	4332.114	4333.704	573	0	160
2025.12.29	17:08:00	4333.761	4334.121	4331.232	4331.873	516	0	160
2025.12.29	17:09:00	4331.839	4333.625	4329.928	4330.524	594	0	160
2025.12.29	17:10:00	4330.520	4330.542	4328.586	4330.144	505	0	160
2025.12.29	17:11:00	4330.117	4332.088	4329.124	4330.215	661	0	160
2025.12.29	17:12:00	4330.184	4332.774	4326.574	4327.309	735	0	160
2025.12.29	17:13:00	4327.348	4329.433	4325.882	4329.239	614	0	160
2025.12.29	17:14:00	4329.250	4331.390	4328.883	4330.252	513	0	160
2025.12.29	17:15:00	4330.277	4332.569	4328.544	4332.177	536	0	160
2025.12.29	17:16:00	4332.227	4333.393	4330.175	4331.779	535	0	160
2025.12.29	17:17:00	4331.850	4333.506	4329.655	4332.455	427	0	160
2025.12.29	17:18:00	4332.418	4333.168	4330.592	4331.403	472	0	160
2025.12.29	17:19:00	4331.360	4333.107	4331.149	4332.159	412	0	160
2025.12.29	17:20:00	4332.131	4332.724	4327.795	4327.985	669	0	160
2025.12.29	17:21:00	4327.929	4330.059	4327.306	4329.017	382	0	160
2025.12.29	17:22:00	4328.904	4329.975	4328.162	4329.106	315	0	160
2025.12.29	17:23:00	4329.014	4329.899	4327.568	4328.267	312	0	160
2025.12.29	17:24:00	4328.232	4328.239	4325.284	4325.736	403	0	160
2025.12.29	17:25:00	4325.743	4325.743	4323.659	4324.190	464	0	160
2025.12.29	17:26:00	4324.219	4325.614	4322.526	4324.572	445	0	160
2025.12.29	17:27:00	4324.641	4327.059	4324.641	4326.570	502	0	160
2025.12.29	17:28:00	4326.614	4328.856	4325.991	4327.447	471	0	160
2025.12.29	17:29:00	4327.489	4329.497	4326.669	4329.137	400	0	160
2025.12.29	17:30:00	4329.189	4329.827	4326.640	4326.640	455	0	160
2025.12.29	17:31:00	4326.728	4327.003	4324.786	4325.942	500	0	160
2025.12.29	17:32:00	4325.971	4327.760	4324.840	4327.444	431	0	160
2025.12.29	17:33:00	4327.492	4329.662	4327.237	4329.412	353	0	160
2025.12.29	17:34:00	4329.392	4329.392	4326.723	4327.771	370	0	160
2025.12.29	17:35:00	4327.837	4328.125	4324.925	4325.892	419	0	160
2025.12.29	17:36:00	4325.935	4327.483	4324.533	4325.755	490	0	160
2025.12.29	17:37:00	4325.814	4325.838	4323.300	4323.332	409	0	160
2025.12.29	17:38:00	4323.311	4324.917	4316.018	4316.506	904	0	160
2025.12.29	17:39:00	4316.412	4318.787	4315.845	4316.927	802	0	160
